filepath,label
MAKE/ASLLVD_MAKE__ASL_2007_05_24_scene19-1833-1896_camera1.mov,MAKE
MAKE/ASLLVD_MAKE__ASL_2008_02_01_scene57-285-325_camera1.mov,MAKE
MAKE/ASLLVD_MAKE__ASL_2008_06_10_scene8-3217-3257_camera1.mov,MAKE
MAKE/ASLLVD_MAKE__ASL_2008_08_13_scene11-4865-4895_camera1.mov,MAKE
MAKE/ASLLVD_MAKE__ASL_2011_06_14_scene53-5150-5175_camera1.mov,MAKE
MAKE/desktop.ini,MAKE
MAKE/msasl_make_ASL_1_Set_1_Supplemental_Vocabulary.mp4,MAKE
MAKE/msasl_make_ASL_Make_.mp4,MAKE
MAKE/msasl_make_Lesson_5_Vocabulary_-_A_Basic_Course_(ABC)_in_ASL.mp4.mkv,MAKE
MAKE/msasl_make_MAKE(2).mp4.mkv,MAKE
MAKE/msasl_make_The_First_100_Signs_You_Need_to_Know.mp4.webm,MAKE
MAKE/msasl_make_UNIT_11.mp4.mkv,MAKE
MAKE/msasl_make_Unit_23_Vocabulary_-_ASL_CC_Turn_on_captions_to_review_signs.mp4,MAKE
MAKE/wlasl_34575.mp4,MAKE
MAKE/wlasl_34577.mp4,MAKE
MAKE/wlasl_34578.mp4,MAKE
MAKE/wlasl_34579.mp4,MAKE
MAKE/wlasl_34580.mp4,MAKE
MAKE/wlasl_34581.mp4,MAKE
MAKE/wlasl_34583.mp4,MAKE
MAKE/wlasl_34584.mp4,MAKE
MAN/ASLLVD_MAN__ASL_2008_02_01_scene3-976-1032_camera1.mov,MAN
MAN/ASLLVD_MAN__ASL_2008_02_01_scene57-1660-1715_camera1.mov,MAN
MAN/ASLLVD_MAN__ASL_2008_06_10_scene9-1026-1065_camera1.mov,MAN
MAN/ASLLVD_MAN__ASL_2008_06_10_scene9-1861-1897_camera1.mov,MAN
MAN/ASLLVD_MAN__ASL_2008_08_13_scene12-1735-1770_camera1.mov,MAN
MAN/ASLLVD_MAN__ASL_2008_08_13_scene3-1825-1860_camera1.mov,MAN
MAN/ASLLVD_MAN__ASL_2011_06_14_scene25-446-471_camera1.mov,MAN
MAN/ASLLVD_MAN__ASL_2011_06_14_scene53-6262-6281_camera1.mov,MAN
MAN/ASLLVD_MAN__ASL_2011_06_14_scene53-6407-6432_camera1.mov,MAN
MAN/ASLLVD_MAN__ASL_2011_06_14_scene54-712-751_camera1.mov,MAN
MAN/desktop.ini,MAN
MAN/msasl_man_ASL1_Class_21_New_SIGNS.mp4.webm,MAN
MAN/msasl_man_ASL_1_Set_3_Supplemental_Vocabulary.mp4.mkv,MAN
MAN/msasl_man_ASL_1_Unit_1_Vocabulary.mp4.mkv,MAN
MAN/msasl_man_ASL_1st_class_VOCABULARY_BUILDER.mp4,MAN
MAN/msasl_man_ASL_FAMILY.mp4,MAN
MAN/msasl_man_ASL_I_-_Unit_1_Vocabulary.mp4,MAN
MAN/msasl_man_ASL_I_-_Unit_2_-_Vocabulary.mp4,MAN
MAN/msasl_man_ASL_Level_1_Unit_2_Vocabulary.mp4.mkv,MAN
MAN/msasl_man_ASL_Male_.mp4,MAN
MAN/msasl_man_ASL_Man_.mp4.mkv,MAN
MAN/msasl_man_ASL_Opposites.mp4.mkv,MAN
MAN/msasl_man_ASL_Vocabulary_(Spring_2018).mp4.webm,MAN
MAN/msasl_man_American_Sign_Language_(ASL)_Family_Signs_-_Part_One.mp4.webm,MAN
MAN/msasl_man_Asl_1_Unit_2_Vocab.mp4.mkv,MAN
MAN/msasl_man_Family_Vocabulary.mp4.mkv,MAN
MAN/msasl_man_Learn_American_Sign_Language_Basic_Vocabulary.mp4,MAN
MAN/msasl_man_Lesson_2_Vocabulary_-_A_Basic_Course_(ABC)_in_ASL.mp4.mkv,MAN
MAN/msasl_man_Level_1_Unit_5_Vocabulary.mp4,MAN
MAN/msasl_man_MAN(1).mp4,MAN
MAN/msasl_man_MAN(3).mp4.mkv,MAN
MAN/msasl_man_Mary_Did_You_Know_ASL_vocabulary.mp4,MAN
MAN/msasl_man_Mastering_ASL_Unit_4_Vocabulary_signed_by_Dr_Wooten.mp4.mkv,MAN
MAN/msasl_man_Mr_Jensen_ASL_-_School.mp4.mkv,MAN
MAN/msasl_man_SN_Unit_1_Video_Vocab_Review.mp4.mkv,MAN
MAN/msasl_man_School-related_signs.mp4.mkv,MAN
MAN/msasl_man_Sign_for_MAN_from_page_13.mp4.mkv,MAN
MAN/msasl_man_Signing_Naturally_Unit_1_Vocabulary.mp4.webm,MAN
MAN/msasl_man_Unit_01_Vocabulary.mp4.webm,MAN
MAN/msasl_man_Unit_1.mp4,MAN
MAN/msasl_man_Unit_1_Vocabulary(3).mp4,MAN
MAN/msasl_man_Unit_1_vocabulary_part_1.mp4.mkv,MAN
MAN/msasl_man_Unit_4_vocabulary_pg_1-3.mp4,MAN
MAN/msasl_man_man.mp4.mkv,MAN
MAN/wlasl_34732.mp4,MAN
MAN/wlasl_34733.mp4,MAN
MAN/wlasl_34734.mp4,MAN
MAN/wlasl_34736.mp4,MAN
MAN/wlasl_34737.mp4,MAN
MAN/wlasl_34738.mp4,MAN
MAN/wlasl_34742.mp4,MAN
MAN/wlasl_69395.mp4,MAN
MEET/ASLLVD_MEET__ASL_2007_05_24_scene20-530-570_camera1.mov,MEET
MEET/ASLLVD_MEET__ASL_2008_02_15_scene2-1295-1330_camera1.mov,MEET
MEET/ASLLVD_MEET__ASL_2008_05_12_scene13-1665-1705_camera1.mov,MEET
MEET/ASLLVD_MEET__ASL_2008_06_10_scene12-952-983_camera1.mov,MEET
MEET/ASLLVD_MEET__ASL_2011_06_14_scene55-7467-7484_camera1.mov,MEET
MEET/desktop.ini,MEET
MEET/msasl_meet_ASL1_Class_3_New_SIGNS.mp4.mkv,MEET
MEET/msasl_meet_ASL_1_Final_Vocabulary.mp4.mkv,MEET
MEET/msasl_meet_ASL_Lesson_1.mp4.mkv,MEET
MEET/msasl_meet_ASL_Meet_.mp4,MEET
MEET/msasl_meet_ASL_Unit_One_Vocabulary.mp4,MEET
MEET/msasl_meet_ASL_Vocabulary_meet.mp4.webm,MEET
MEET/msasl_meet_American_Sign_Language_(ASL)_Family_Signs_-_Part_Two.mp4.webm,MEET
MEET/msasl_meet_Aug_to_Oct_Voc_Captions.mp4.mkv,MEET
MEET/msasl_meet_Introductions_B_Review.mp4.mkv,MEET
MEET/msasl_meet_Lesson_4_Vocabulary_-_A_Basic_Course_(ABC)_in_ASL.mp4.mkv,MEET
MEET/msasl_meet_MEET(1).mp4,MEET
MEET/msasl_meet_MEET(2).mp4,MEET
MEET/msasl_meet_Making_Introductions_Vocabulary_ASL_-_American_Sign_Language.mp4,MEET
MEET/msasl_meet_Meet.mp4.mkv,MEET
MEET/msasl_meet_Mr_Miseners_ASL_lesson_4_review.mp4.mkv,MEET
MEET/msasl_meet_SWIC_Community_Ed_-_Class_One.mp4,MEET
MEET/msasl_meet_UNIT_10_VOCABULARY.mp4.mkv,MEET
MEET/msasl_meet_Unit_1(1).mp4.webm,MEET
MEET/msasl_meet_Unit_1.mp4,MEET
MEET/msasl_meet_Unit_13_Vocabulary.mp4.mkv,MEET
MEET/msasl_meet_Unit_1_Vocabulary_ASL_Level_1_-_American_Sign_Language.mp4.webm,MEET
