filepath,label
BAD/ASLLVD_BAD__ASL_2006_10_10_scene3-2096-2115_camera1.mov,BAD
BAD/ASLLVD_BAD__ASL_2008_01_11_scene29-1327-1358_camera1.mov,BAD
BAD/ASLLVD_BAD__ASL_2008_05_12_scene19-932-951_camera1.mov,BAD
BAD/ASLLVD_BAD__ASL_2011_06_08_scene15-3745-3762_camera1.mov,BAD
BAD/desktop.ini,BAD
BAD/msasl_bad_ASL_1_Set_2_Supplemental_Vocabulary.mp4.mkv,BAD
BAD/msasl_bad_ASL_Bad_.mp4.mkv,BAD
BAD/msasl_bad_ASL_Basic_Classroom_Signs.mp4.mkv,BAD
BAD/msasl_bad_ASL_I_-_Unit_11.mp4.mkv,BAD
BAD/msasl_bad_ASL_Level_2_Unit_11_Vocabulary.mp4,BAD
BAD/msasl_bad_ASL_Vocabulary_Opposites.mp4.mkv,BAD
BAD/msasl_bad_Aug_to_Oct_Voc_Captions.mp4.mkv,BAD
BAD/msasl_bad_BAD(1).mp4,BAD
BAD/msasl_bad_BAD(2).mp4.mkv,BAD
BAD/msasl_bad_Characters_vocabulary.mp4.mkv,BAD
BAD/msasl_bad_Food_unit_(first_three_pages).mp4,BAD
BAD/msasl_bad_Learn_ASL_Signing_about_feelings_and_emotions.mp4.webm,BAD
BAD/msasl_bad_Medical_Vocabulary_in_ASL_for_EMS_employees.mp4.mkv,BAD
BAD/msasl_bad_Robber_and_the_Geek_Vocab_video_for_ASL_class.mp4,BAD
BAD/msasl_bad_SN_Unit_1_Video_Vocab_Review.mp4.mkv,BAD
BAD/msasl_bad_SWIC_Community_Ed_-_Class_Two.mp4.mkv,BAD
BAD/msasl_bad_Signing_Naturally_Unit_14_Vocabulary_(UpdatedShorter_Version).mp4.mkv,BAD
BAD/msasl_bad_Signing_Naturally_Unit_14_Vocabulary_Signed_by_Dr_Wooten.mp4.mkv,BAD
BAD/msasl_bad_The_First_100_Signs_You_Need_to_Know.mp4,BAD
BAD/msasl_bad_Unit_04_Vocabulary.mp4.webm,BAD
BAD/msasl_bad_Unit_1_vocabulary_part_1.mp4.mkv,BAD
BAD/msasl_bad_Unit_22_-_Common_Words_in_ASL_(Part_One).mp4,BAD
BAD/msasl_bad_Unit_4.mp4.mkv,BAD
BAD/msasl_bad_Useful_vocab.mp4,BAD
BAD/msasl_bad_bad.mp4,BAD
BAD/wlasl_04708.mp4,BAD
BAD/wlasl_04709.mp4,BAD
BAD/wlasl_04712.mp4,BAD
BAD/wlasl_04713.mp4,BAD
BAD/wlasl_04715.mp4,BAD
BAD/wlasl_04717.mp4,BAD
BAD/wlasl_04718.mp4,BAD
BAD/wlasl_69219.mp4,BAD
BIG/ASLLVD_BIG__ASL_2008_01_11_scene42-425-450_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2008_02_01_scene4-1570-1615_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2008_02_01_scene43-3522-3555_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2008_05_12_scene26-2976-2995_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2008_05_29_scene16-2432-2446_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2008_08_13_scene36-3432-3453_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2008_08_13_scene4-2337-2365_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2011_06_08_scene21-3602-3615_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2011_06_14_scene25-4894-4925_camera1.mov,BIG
BIG/ASLLVD_BIG__ASL_2011_06_14_scene46-4741-4768_camera1.mov,BIG
BIG/desktop.ini,BIG
BIG/msasl_big_ASL1_Class_19_New_SIGNS.mp4.mkv,BIG
BIG/msasl_big_ASL2_Class_11_SIGNS.mp4.mkv,BIG
BIG/msasl_big_ASL_1_Unit_3_Vocabulary.mp4.mkv,BIG
BIG/msasl_big_ASL_Big_.mp4,BIG
BIG/msasl_big_ASL_I_Unit_7_Bingo_Vocabulary.mp4,BIG
BIG/msasl_big_ASL_Vocabulary_Opposites.mp4,BIG
BIG/msasl_big_ASL_Vocabulary_Opposites.mp4.mkv,BIG
